#	Unicode	Freq.	Text	QN	English
49.	U+2029A	7	𠊚	ngài	gentleman; Mr.
50.	U+25A9D	8	𥪝	trong	in; within
51.		478	𥪝欺	trong khi	while, meanwhile
52.	U+7279	9	特	được	to get; to obtain; to be able to
53.		293	特别	đặc biệt	special; unusual
54.		1771	特色	đặc sắc	special, of special quality
55.		3375	特點	đặc điểm	characteristic, feature
56.		3969	特産	đặc sản	(regional) specialty
57.		9999999	特區	đặc khu	special zone
58.		9999999	特權	đặc quyền	privilege, prerogative, special right
59.		9999999	特使	đặc sứ	special envoy, ambassador extraordinary
60.		9999999	特務	đặc vụ	secret service; secret agent
61.	U+7A7A	10	空	không	no; not; without; (closed-question marker)
62.		282	空體	không thể	impossible; unable, incapable
63.		1098	𠮩空	nếu không	if not; otherwise, or else
64.		1223	空氣	không khí	air; atmosphere
65.		1528	如空	như không	useless
66.		2103	航空	hàng không	aviation
67.		2806	空牢	không sao	no problem, never mind, it's okay, you're welcome
68.		4660	空𠸥	không kể	excluding, not counting
69.		9999999	空想	không tưởng	fantastic, utopian
70.		9999999	曠空	khoảng không	space (including atmosphere)
71.		9999999	空之	không gì	nothing
72.		9999999	壓力空氣	áp lực không khí	atmospheric pressure
73.		9999999	防空	phòng không	air defense
74.		9999999	空包𣇞	không bao giờ	never
75.		9999999	𠬃空	bỏ không	idle, unused
76.		9999999	𡎥空	ngồi không	to idle away
77.	U+340C	11	㐌	đã	already
78.		2578	㐌𥹰	đã lâu	long ago
79.		9999999	㐌曾	đã từng	ever
80.	U+201CD	12	𠇍	mấy	(quite) a few, some; how many
81.		9999999	𠇍欺	mấy khi	rarely, seldom, few times
82.		9999999	𠇍埃	mấy ai	few people
83.	U+5504	12	唄	với	(together) with
84.		9999999	唄埃	với ai	with somebody; together (with so.)
85.		9999999	唄吏	với lại	furthermore; and then
86.	U+6731	13	朱	cho	to give; so that
87.		194	朱别	cho biết	to tell; to inform, to notify
88.		836	爫朱	làm cho	to cause sth., to provoke sth., to induce
89.		1466	底朱	để cho	so that, in order to
90.		1681	朱𢧚	cho nên	therefore, hence
91.		9999999	朱雀	Chu Tước	The Vermilion Bird (represents the south)
92.	U+5404	14	各	các	each; every; all
93.		1657	各位	các vị	ladies and gentlemen, everybody; you (plural)
94.		9999999	各伴	các bạn	friends; you (plural)
95.	U+788E	15	碎	tôi	I, my, me
96.		172	眾碎	chúng tôi	we, us (not including person addressed)
97.		1879	茹碎	nhà tôi	my husband, my wife; my house; my family
98.		9999999	碎伵	tôi tớ	subordinate, subject
99.	U+65BC	16	於	ở	to be (somewhere); at; to live
100.		1576	於吏	ở lại	to remain, to stay
101.		1886	茹於	nhà ở	dwelling, residential building
102.		9999999	於終	ở chung	to live together
103.		9999999	於妬	ở đó	there; over there
104.		9999999	於兜	ở đâu	where
105.	U+7FC1	17	翁	ông	man; Mr.
106.		479	彈翁	đàn ông	man, adult male person
107.		1269	翁婆	ông bà	man and woman; husband and wife
108.		2123	翁𦓅	ông già	elderly man; father
109.		9999999	翁老	ông lão	old gentleman
110.		9999999	翁偈	ông kẹ	ogre
111.		9999999	魚翁	ngư ông	fisherman
112.	U+275F1	18	𧗱	về	to return; about; (back) to
113.		745	𧿨𧗱	trở về	to return, to come back
114.		9999999	𧗱茹	về nhà	to come home, to return home
115.		9999999	𠫾𧗱	đi về	to go home
116.	U+5E95	19	底	để	to place; to set; to leave; to keep
117.		1081	底吏	để lại	to leave back; left over; to spare
118.		1466	底朱	để cho	so that, in order to
119.	U+62F1	20	拱	cũng	also; too
120.		9999999	調拱	đều cũng	equally, also, as well
121.	U+65E6	21	旦	đán	【day, dawn, morning】*
122.		9999999	節元旦	tết nguyên đán	lunar new year
123.	U+2693E	21	𦤾	đến	to arrive, to come
124.		2976	𦤾坭	đến nơi	to arrive; to be about to do sth.
125.	U+5462	22	呢	này	this; here
126.		938	𡢐呢	sau này	afterwards, later, in the future
127.		9999999	丐呢	cái này	this
128.		9999999	𣅶呢	lúc này	currently; at present
129.	U+204E8	23	𠓨	vào	in; into
130.		1562	𫥨𠓨	ra vào	to go in and out
131.		2507	𠓨曠	vào khoảng	about, around, circa
132.		9999999	𠫾𠓨	đi vào	to enter, to go in
133.	U+215C9	24	𡗉	nhiều	many; much; a lot of
134.		3483	𠃣𡗉	ít nhiều	a little
135.		9999999	𡗉欺	nhiều khi	sometimes; often times
136.		9999999	𡗉𠳒	nhiều lời	talkative, garrulous, gossip
137.		9999999	分𡗉	phần nhiều	most, the greatest part
138.	U+5040	25	偀	anh	elder brother
139.		1003	偀㛪	anh em	brothers; siblings
140.		1887	偀姉	anh chị	elder brother and elder sister
141.		9999999	偀姉㛪	anh chị em	brothers and sisters, siblings
142.		9999999	偀戶	anh họ	cousin
143.		9999999	偀払	anh chàng	man, guy, boy
144.	U+59AC	26	妬	đó	there; that
145.		377	𡢐妬	sau đó	after that
146.		969	芇妬	nào đó	some, certain
147.		9999999	丐妬	cái đó	that
148.		9999999	於妬	ở đó	there; over there
149.		9999999	徊妬	hồi đó	then, back then, at that time
150.		9999999	自妬	từ đó	from there on; since then
151.	U+5982	27	如	như	as; like; alike; similar to
152.		348	如勢	như thế	like this, like that; thus, so
153.		458	如丕	như vậy	like that; thus; so
154.		1427	如𱻀	như là	as if
155.		1528	如空	như không	useless
156.		9999999	如勢芇	như thế nào	how
157.		9999999	如𫇰	như cũ	as before
158.	U+81EA	28	自	tự	self
159.		654	自由	tự do	freedom; free
160.		962	自然	tự nhiên	nature; natural
161.		3016	自動	tự động	automatic
162.		9999999	自𨉟	tự mình	self; unsolicited
163.		9999999	自治	tự trị	autonomous, autonomy
164.		9999999	自妬	từ đó	from there on; since then
165.		9999999	自𥹰	từ lâu	in a long time, long-since
166.	U+6B3A	30	欺	khi	when, while; case, circumstance
167.		478	𥪝欺	trong khi	while, meanwhile
168.		554	𠓀欺	trước khi	before (at an earlier time)
169.		1395	堆欺	đôi khi	sometimes, occasionally
170.		1563	固欺	có khi	sometimes; perhaps, maybe
171.		2056	欺芇	khi nào	when
172.		3347	𣦍欺	ngay khi	instantly
173.		4314	𠃣欺	ít khi	rarely, seldom
174.		9999999	欺迺	khi nãy	just a moment ago
175.		9999999	𡗉欺	nhiều khi	sometimes; often times
176.		9999999	𡢐欺	sau khi	later, after, thereafter
177.		9999999	常欺	thường khi	often, frequently
178.		9999999	𠇍欺	mấy khi	rarely, seldom, few times
179.	U+2856D	31	𨕭	trên	above; at the top
180.		2171	豫𨕭	dựa trên	to found (sth.) on
181.		4090	𠸥𨕭	kể trên	above-mentioned, above-said, above
182.	U+2B968	32	𫥨	ra	to get out
183.		525	仕𫥨	xảy ra	to happen, to occur
184.		1068	認𫥨	nhận ra	to recognize, to realize
185.		1288	𫥨𠫾	ra đi	to leave, to go off
186.		1562	𫥨𠓨	ra vào	to go in and out
187.		2767	𠫾𫥨	đi ra	to step out, to leave (a room)
188.		3918	𢣂𫥨	nghĩ ra	to recall; to think sth. out
189.		4621	𠃣𫥨	ít ra	at least
190.		9999999	𫥨𨤔	ra vẻ	to pretend
191.		9999999	造𫥨	tạo ra	to create
192.		9999999	盤𫥨	bàn ra	to dissuade (from doing something)
193.		9999999	𠸥𫥨	kể ra	in fact, to be fair
194.		9999999	𫥨陣	ra trận	to go to the front
195.		9999999	𢖵𫥨	nhớ ra	to recall, to bring (something) to mind
196.		9999999	耒𫥨	rồi ra	in the future
197.	U+264E1	33	𦓡	mà	but
198.		1353	丕𦓡	vậy mà	but; however
199.		3965	仍𦓡	nhưng mà	but
200.		9999999	𦓡推	mà thôi	only, merely, just, not more than
201.	U+6C9B	34	沛	phải	right; to have to; must; should
202.		9999999	边沛	bên phải	on the right side, dexter
203.	U+540F	35	吏	lại	also; to come; again, re-...
204.		674	𧿨吏	trở lại	to return; to come back
205.		861	群吏	còn lại	to remain; remaining, other
206.		1081	底吏	để lại	to leave back; left over; to spare
207.		1576	於吏	ở lại	to remain, to stay
208.		2243	𢖵吏	nhớ lại	to reminisce
209.		3703	𤯩吏	sống lại	to resurrect
210.		4421	𢣂吏	nghĩ lại	to reconsider, to change one's mind, to have second thoughts
211.		9999999	捲吏	cuốn lại	to wind up, to spool, to coil
212.		9999999	唄吏	với lại	furthermore; and then
213.		9999999	𠫾ㇴ吏ㇴ	đi đi lại lại	to pace around, to go back and forth
214.		9999999	回吏	hồi lại	to turn back, to reverse
215.	U+7FA4	36	群	còn	still; remaining; besides, also
216.		861	群吏	còn lại	to remain; remaining, other
217.	U+20C4A	37	𠱊	sẽ	to be going to; will; shall
218.	U+6642	38	時	thì	【time; era, period】*
219.		198	時間	thời gian	time
220.		1405	時代	thời đại	era, age
221.		2089	時節	thời tiết	weather
222.		2965	暫時	tạm thời	provisional; temporary; for the time being
223.		3125	時𣇞	thì giờ	time
224.		9999999	時期	thời kỳ	period
225.		9999999	時機	thời cơ	time, occasion, opportunity
226.		9999999	急時	cấp thời	at once, immediately
227.	U+3598	38	㖘	thì	so, then; certainly
228.		2335	丕㖘	vậy thì	therefore, so
229.	U+221A5	39	𢆥	năm	year
230.		3657	𢆥𠸗	năm xưa	long ago
231.		9999999	𢆥箕	năm kia	the year before last year
232.		9999999	祝𢜠𢆥㵋	chúc mừng năm mới	happy new year!
233.		9999999	𨖅𢆥	sang năm	next year
234.	U+722B	40	爫	làm	to do; to make
235.		541	役爫	việc làm	job, employment, work; act, deed, action
236.		836	爫朱	làm cho	to cause sth., to provoke sth., to induce
237.		941	爫之	làm gì	what for; what to do
238.		1100	𠫾爫	đi làm	to go to work
239.		9999999	爫衝	làm xong	to finish, to finalize, to complete
240.		9999999	排爫	bài làm	task, exercise
241.		9999999	𠫾爫役	đi làm việc	to go to work
242.		9999999	格爫	cách làm	way to do (something)
243.		9999999	爫牢	làm sao	how
244.		9999999	爫客	làm khách	to stand upon ceremony, to behave formally
245.		9999999	爫紙	làm giấy	to certify sth. in writing
246.		9999999	爫役	làm việc	to go to work, to work; working
247.		9999999	𣇞爫役	giờ làm việc	working hours
248.		9999999	爫务	làm mùa	to make preparations for the crops
249.	U+8339	41	茹	nhà	house; home; building
250.		188	茹文	nhà văn	knight of the pen, man of letters, author, littérateur
251.		904	茹渃	nhà nước	state, country, nation
252.		1359	茹行	nhà hàng	restaurant; hotel
253.		1420	茹祠	nhà thờ	church
254.		1879	茹碎	nhà tôi	my husband, my wife; my house; my family
255.		1886	茹於	nhà ở	dwelling, residential building
256.		1981	茹𨷶	nhà cửa	house, dwelling
257.		2435	茹欱	nhà hát	theatre
258.		2635	茹𤤰	nhà vua	king
259.		3115	茹囚	nhà tù	prison
260.		4411	茹伤	nhà thương	hospital
261.		9999999	茹重	nhà chồng	the husband's family
262.		9999999	茹𫯳	nhà chồng	the husband's family
263.		9999999	茹廚	nhà chùa	buddhist monk, clergy
264.		9999999	𧗱茹	về nhà	to come home, to return home
265.		9999999	茹𥘷	nhà trẻ	day nursery, creche
266.		9999999	𢖵茹	nhớ nhà	homesick; to be sick for home
267.		9999999	茹客	nhà khách	guest house
268.		9999999	茹鏰	nhà băng	bank
269.		9999999	茹儒	nhà nho	Confucian scholar
270.		9999999	茹博學	nhà bác học	scientist
271.	U+2825F	42	𨉟	mình	we; us
272.		9999999	息𨉟	tức mình	angry, upset
273.		9999999	自𨉟	tự mình	self; unsolicited
274.		9999999	𠅳𨉟	quên mình	self-sacrificing, devotional
275.		9999999	下𨉟	hạ mình	to condescend; to demean oneself
276.	U+20AFE	43	𠫾	đi	to go, to walk; come on!
277.		1100	𠫾爫	đi làm	to go to work
278.		1288	𫥨𠫾	ra đi	to leave, to go off
279.		1580	𠫾戈	đi qua	to go across, to cross
280.		1833	𠫾步	đi bộ	to walk (on foot); to stroll
281.		2542	𠫾𨔈	đi chơi	to go out; to be out
282.		2555	𠬃𠫾	bỏ đi	to leave
283.		2759	塘𠫾	đường đi	way, footway
284.		2767	𠫾𫥨	đi ra	to step out, to leave (a room)
285.		9999999	𠫾塊	đi khỏi	to disappear, to vanish, to go away completely
286.		9999999	襖𠫾𩅹	áo đi mưa	raincoat
287.		9999999	𠫾𠓨	đi vào	to enter, to go in
288.		9999999	𠫾爫役	đi làm việc	to go to work
289.		9999999	𠫾遶	đi theo	to follow, to go with so., to come with so.; to accompany
290.		9999999	𠫾蹎	đi chân	to walk, to stroll; to go barefoot
291.		9999999	𠫾𧗱	đi về	to go home
292.		9999999	𠫾ㇴ吏ㇴ	đi đi lại lại	to pace around, to go back and forth
293.		9999999	𠫾𦣰	đi nằm	to go to bed
294.	U+21975	44	𡥵	con	child
295.		272	𡥵𠊛	con người	man, human
296.		565	𡥵𡛔	con gái	girl; daughter
297.		763	𡥵𤳇	con trai	boy; son
298.		1491	婆𡥵	bà con	relative; relationship; neighbour
299.		2132	𥘷𡥵	trẻ con	child; childish
300.		2911	𡥵𡮣	con bé	gal, little girl, little miss
301.		4265	𡥵𠬠	con một	the only child
302.		9999999	𡮣𡥵	bé con	little child
303.	U+5728	45	在	tại	at, in; because, because of
304.		864	在牢	tại sao	why
305.		1128	現在	hiện tại	at present; present, modern, nowadays
306.		3643	在𡊲	tại chỗ	right away, immediately, on the spot
307.		9999999	在爲	tại vì	because
308.		9999999	内在	nội tại	immanent, inherent, innate, intrinsic
309.	U+20129	46	𠄩	hai	two
310.		4972	𠄩𩈘	hai mặt	double-faced, decitful, duplicitous
311.		9999999	次𠄩	thứ hai	monday; second
312.	U+88AB	47	被	bị	to befall; (passive preposition)
313.		9999999	被動	bị động	passive
314.	U+5099	47	備	bị	【to prepare】*
315.		9999999	防備	phòng bị	to take precautions against
316.		9999999	設備	thiết bị	equipment
317.	U+5F79	48	役	việc	job; work; business
318.		541	役爫	việc làm	job, employment, work; act, deed, action
319.		1166	役務	dịch vụ	service
320.		9999999	工役	công việc	work; employment
321.		9999999	𠫾爫役	đi làm việc	to go to work
322.		9999999	分役	phần việc	one's job, one's responsibility
323.		9999999	爫役	làm việc	to go to work, to work; working
324.		9999999	𣇞爫役	giờ làm việc	working hours
325.	U+53EA	49	只	chỉ	only; merely
326.	U+4E8B	50	事	sự	matter, business; occurrence, event
327.		1556	軍事	quân sự	military affairs
328.		3754	民事	dân sự	civilian
329.		9999999	世事	thế sự	world affairs
330.		9999999	事物	sự vật	thing, object
331.		9999999	領事	lãnh sự	consul
332.		9999999	總領事	tổng lãnh sự	consul general
333.		9999999	起事	khởi sự	uprising
334.		9999999	事實	sự thật 	truth
335.	U+9076	51	遶	theo	to follow; according to
336.		3427	𧼋遶	chạy theo	to run after
337.		9999999	𠫾遶	đi theo	to follow, to go with so., to come with so.; to accompany
338.	U+4E10	52	丐	cái	a; the; (numeral)
339.		9999999	丐妬	cái đó	that
340.		9999999	丐呢	cái này	this
341.		9999999	𠬠丐	một cái	one (piece)
342.		9999999	丐之	cái gì	what
343.		9999999	曾丐	từng cái	one at a time, one by one, individually
344.	U+7232	53	爲	vì	because; as; for
345.		942	爲勢	vì thế	therefore, so
346.		1692	台爲	thay vì	instead of
347.		1718	爲牢	vì sao	why
348.		9999999	在爲	tại vì	because
349.		9999999	𤳄爲	bởi vì	because
350.	U+6B23	54	欣	hơn	more than; better than
351.	U+5450	55	呐	nói	to speak; to say; to talk
352.		1082	呐𡀯	nói chuyện	to talk
353.		1508	呐𱻀	nói là	reportedly, supposedly
354.		1878	呐終	nói chung	generally speaking
355.		2019	㗂呐	tiếng nói	language, tongue
356.		9999999	呐𨔈	nói chơi	to joke, to be kidding
357.	U+59D1	56	姑	cô	Ms., young woman; father's sister; husband's mother
358.		9999999	姑教	cô giáo	woman teacher, schoolmistress
359.		9999999	姑娘	cô nàng	gal, girl
360.	U+2321C	57	𣈜	ngày	day
361.		561	𣈜𣎃	ngày tháng	date, date specification
362.		955	𣈜𫢩	ngày nay	today
363.		1362	𣈜𠸗	ngày xưa	formerly, once, back then, in the past
364.		2111	𣈜𡢐	ngày sau	in a distant future
365.		2297	𣈜禮	ngày lễ	holiday; feast-day
366.		3775	常𣈜	thường ngày	everyday
367.		3892	班𣈜	ban ngày	during the day, in the daytime
368.		9999999	𣈜箕	ngày kia	the day after tomorrow
369.		9999999	𣈜常	ngày thường	weekday
370.		9999999	最𣈜	tối ngày	all day long, day and night
371.		9999999	𣈜务	ngày mùa	harvest time
372.	U+3D4B	58	㵋	mới	new; fresh
373.		1462	㵋低	mới đây	recently, lately, just now
374.		2356	𢷮㵋	đổi mới	to innovate, to renovate
375.		9999999	祝𢜠𢆥㵋	chúc mừng năm mới	happy new year!
376.	U+285B2	59	𨖲	lên	 to rise; to ascend; to go up
377.		3044	𨅸𨖲	đứng lên	to stand up, rise
378.		9999999	𨖲𤖹	lên lớp	to give a lesson
379.		9999999	捲𨖲	cuốn lên	to roll up, to curl up
380.	U+6144	60	慄	rất	very; quite
381.		9999999	慄𱻀	rất là	very, extremely
382.	U+6236	61	戶	họ	they
383.		9999999	偀戶	anh họ	cousin
384.		9999999	𠸜戶	tên họ	family name; last name
385.		9999999	戶口	hộ khẩu	registered residence; population, number of inhabitants
386.	U+5A46	62	婆	bà	woman; Mrs.
387.		879	彈婆	đàn bà	woman
388.		1269	翁婆	ông bà	man and woman; husband and wife
389.		1491	婆𡥵	bà con	relative; relationship; neighbour
390.		9999999	老婆	lão bà	old lady
391.		9999999	婆外	bà ngoại	maternal grandmother
392.		9999999	婆内	bà nội	paternal grandmother
393.	U+5C40	63	局	cuộc	match, game; 【circumstances】*
394.		470	局𠁀	cuộc đời	life, existence
395.		9999999	入局	nhập cuộc	to be an insider, to take part in
396.		9999999	局生	cuộc sống	life, existence
397.	U+518C	64	册	sách	book
398.		4407	史册	sử sách	books of history and legends
399.		9999999	册引	sách dẫn	index (book)
400.		9999999	卷册	cuốn sách	book
401.		9999999	讀册	đọc sách	to read a book
402.	U+540C	65	同	đồng	same; similar; Dong (Vietnamese currency unit)
403.		4784	同義	đồng nghĩa	synonym
404.		9999999	同音	đồng âm	homophone; homonym
405.		9999999	共同	cộng đồng	community
406.		9999999	同意	đồng ý	to agree, to accord, to consent, to approve
407.	U+9285	65	銅	đồng	copper; brass; bronze; coin, money
408.		9999999	銅鉑	đồng bạc	piastre; silver dollar
409.	U+578C	65	垌	đồng	field; countryside, country; rural
410.		9999999	垌平	đồng bằng	plain, lowland, level land
411.		9999999	𩵜垌	cá đồng	freshwater fish
412.	U+21890	66	𡢐	sau	after; following
413.		377	𡢐妬	sau đó	after that
414.		938	𡢐呢	sau này	afterwards, later, in the future
415.		1834	𣋚𡢐	hôm sau	the next day, the following day
416.		2111	𣈜𡢐	ngày sau	in a distant future
417.		3165	𡢐低	sau đây	hereafter, following
418.		3431	𡢐共	sau cùng	at the very end
419.		9999999	𡢐欺	sau khi	later, after, thereafter
420.		9999999	𡢐歇	sau hết	finally, at the end
421.		9999999	𡢐𠯆	sau nữa	moreover
422.		9999999	𡢐𠸗	sau xưa	from before and after
423.		9999999	𠓀𡢐	trước sau	inevitably, sooner or later
424.	U+7576	68	當	đang	currently; just; now
425.		9999999	當今	đương kim	present, current
426.	U+548D	69	咍	hay	or; good; well
427.		2225	咍𱻀	hay là	or
428.		3915	咍牢	hay sao	isn't it?
429.		9999999	咍過	hay quá	very good; well done
430.	U+24BE9	70	𤯩	sống	to live; alive; raw
431.		668	𠁀𤯩	đời sống	life, lifetime, living
432.		3703	𤯩吏	sống lại	to resurrect
433.		9999999	𤯩𣩂	sống chết	life and death; at all costs
434.		9999999	扒𤯩	bắt sống	capture alive
435.		9999999	咹𤯩	ăn sống	to eat raw (food)
436.	U+5E74	71	年	niên	【year】*
437.		3472	常年	thường niên	annual, yearly
438.		9999999	年少	niên thiếu	young, tender
439.		9999999	十年	thập niên	decade
440.		9999999	元年	nguyên niên	first year of rule's reign
441.		9999999	青年	thanh niên	youth, juvenile, young person
442.		9999999	成年	thành niên	adolescent
443.	U+229DA	71	𢧚	nên	to ought to, shall; to become
444.		944	𧿨𢧚	trở nên	to become, to turn
445.		1681	朱𢧚	cho nên	therefore, hence
446.		3523	𢧚𠊛	nên người	to become a good person
447.	U+522B	73	别	biết	to know
448.		194	朱别	cho biết	to tell; to inform, to notify
449.		293	特别	đặc biệt	special; unusual
450.		1652	别包	biết bao	so much, so many
451.		1661	分别	phân biệt	to distinguish, to discern, to discriminate
452.		1672	曉别	hiểu biết	to know, to be familiar with
453.		1750	恪别	khác biệt	different, unequal
454.		3031	别兜	biết đâu	who knows, goodness knows
455.		4911	暫别	tạm biệt	goodbye
456.		9999999	别𩈘	biết mặt	to know (someone) by sight
457.		9999999	别條	biết điều	reasonable, judicious, sensible
458.		9999999	認别	nhận biết	to realize, to recognize; to identify
459.	U+2784A	74	𧡊	thấy	to see; to feel
460.		696	感𧡊	cảm thấy	to feel
461.		1013	𥆾𧡊	nhìn thấy	to see
462.		9999999	𣗓曾𧡊	chưa từng thấy	unprecedented
463.	U+8012	75	耒	rồi	already; then; after
464.		9999999	耒𫥨	rồi ra	in the future
465.	U+57CE	76	城	thành	citadel; city
466.		153	城庯	thành phố	city, town
467.		4071	城市	thành thị	urban area, town
468.		9999999	占城	Chiêm Thành 	Champa
469.	U+6210	76	成	thành	to become; to change into
470.		622	成功	thành công	to succeed
471.		1570	長成	trưởng thành	to grow up; mature
472.		2398	成分	thành phần	ingredient; component; composition; social back-ground
473.		9999999	成此	thành thử	therefore, so, hence
474.		9999999	形成	hình thành	to take form, to shape
475.		9999999	成年	thành niên	adolescent
476.	U+8AA0	76	誠	thành	sincere; honest
477.		9999999	誠實	thành thật	honest, honesty
478.	U+543B	77	吻	vẫn	still, yet
479.	U+606A	78	恪	khác	other; another; further
480.		1750	恪别	khác biệt	different, unequal
481.		4530	恪常	khác thường	especial, extraordinary
482.	U+2013C	79	𠄼	năm	five
483.		9999999	次𠄼	thứ năm	thursday; fifth
484.	U+6E03	80	渃	nước	water; country; nation
485.		577	坦渃	đất nước	home country, homeland
486.		893	渃外	nước ngoài	abroad; foreign country
487.		904	茹渃	nhà nước	state, country, nation
488.		1212	渃眜	nước mắt	tears
489.		4316	滝渃	sông nước	waterway, water route
490.		4332	渃花	nước hoa	perfume
491.		4422	渃㕵	nước uống	drinking water
492.		9999999	渃𤊡	nước bóng	lustre (of pearls)
493.		9999999	渃越	nước việt	Vietnam; the Vietnamese country
494.		9999999	渃炊	nước sôi	boiling water
495.		9999999	𡽫渃	non nước	fatherland
496.		9999999	渃𥒥	nước đá	ice, frozen water
497.		9999999	渃𣖙	nước mía	sugarcane juice
498.		9999999	渃茶	nước trà	tea (beverage)
499.	U+4F2E	81	伮	nó	he, she, it (colloquial)
500.	U+7D30	82	細	tới	to arrive, to come
501.		9999999	𢭲細	vói tới	to reach sth.
502.	U+6208	83	戈	qua	to cross; to pass
503.		1209	戈𠁀	qua đời	to pass away
504.		1580	𠫾戈	đi qua	to go across, to cross
505.		2643	𣋚戈	hôm qua	yesterday
506.		2931	𠬃戈	bỏ qua	to leave well alone, to let pass unnoticed
507.	U+54FF	84	哿	cả	all; in total; completely
508.		263	畢哿	tất cả	all; entire, whole
509.		9999999	𦓅哿	già cả	venerably old, elderly
510.		9999999	歇哿	hết cả	all and sundry, all without exception
511.	U+5171	85	共	cộng	to add (up); addition
512.		1008	共産	cộng sản	communist
513.		1289	共和	cộng hoà	republic, republican
514.		2553	總共	tổng cộng	in total, altogether
515.		3431	𡢐共	sau cùng	at the very end
516.		9999999	共同	cộng đồng	community
517.	U+4E4B	86	之	gì	what
518.		941	爫之	làm gì	what for; what to do
519.		9999999	庄之	chẳng gì	nothing at all
520.		9999999	空之	không gì	nothing
521.		9999999	丐之	cái gì	what
522.	U+4F4E	87	低	đây	here; this
523.		935	𠓀低	trước đây	before, previously
524.		1462	㵋低	mới đây	recently, lately, just now
525.		2054	𣇞低	giờ đây	now; nowadays
526.		3165	𡢐低	sau đây	hereafter, following
527.		9999999	兜低	đâu đây	somewhere
528.	U+6570	88	数	số	number; fate
529.		1233	数量	số lượng	quantity
530.		1959	𨷶数	cửa sổ	window
531.		2247	𣘃数	cây số	milestone; kilometer
532.		2361	民数	dân số	population
533.		3376	指数	chỉ số	index, index number
534.		4376	数𠃣	số ít	singular; minority
535.		4517	数料	số liệu	data
536.		9999999	卒数	tốt số	fortunate, lucky
537.		9999999	都数	đủ số	complete, full
538.		9999999	数黰	số đen	bad luck, misfortune
539.		9999999	𠁦数	trúng số	to win (a lottery)
540.		9999999	縁数	duyên số	predestined fate
541.		9999999	係数	hệ số	coefficient, factor
542.		9999999	營数	doanh số	turnover
543.		9999999	指数經濟	chỉ số kinh tế	economic index
544.	U+6B72	89	歲	tuổi	age; year of age
545.		1895	歲𥘷	tuổi trẻ	youth
546.		2858	𥘷歲	trẻ tuổi	young in age
547.		3797	固歲	có tuổi	advanced in years, aged
548.		4299	𡮈歲	nhỏ tuổi	still very young (in age)
549.		9999999	菭歲	đầy tuổi	one year old (age of a baby)
550.		9999999	𠃣歲	ít tuổi	still young
551.		9999999	𢜠歲	mừng tuổi	to express new year's day wishes (for being one year older)
552.	U+6B21	90	次	thứ	order, rank; sort, type, category; next, subsequent
553.		4039	次長	thứ trưởng	vice minister
554.		9999999	次一	thứ nhất	the first
555.		9999999	次二	thứ nhì	the second
556.		9999999	次𠄩	thứ hai	monday; second
557.		9999999	次𠀧	thứ ba	tuesday; third
558.		9999999	次四	thứ tư	wednesday; fourth
559.		9999999	次𠄼	thứ năm	thursday; fifth
